Group,Title,Link,Summary,Date
developmental_biology,Adaptive 3D Printing System to Pick and Place Bugs and Other Organisms,https://www.sciencedaily.com/releases/2024/08/240820124454.htm,"An ancient gene is crucial for the development of the distinctive waist that divides the spider body plan in two, according to a new ...",2024-08-20 00:00:00
developmental_biology,Searching Old Stem Cells That Stay Young Forever,https://www.sciencedaily.com/releases/2024/08/240819130732.htm,"Bacterial cells can 'remember' brief, temporary changes to their bodies and immediate surroundings, a new study has found. And, although these changes are not encoded in the cell's genetics, the cell ...",2024-08-19 00:00:00
developmental_biology,Zebrafish Use Surprising Strategy to Regrow Spinal Cord,https://www.sciencedaily.com/releases/2024/08/240815124154.htm,,2024-08-15 00:00:00
developmental_biology,Scientists Map DNA of Lyme Disease Bacteria,https://www.sciencedaily.com/releases/2024/08/240815124144.htm,"Malaria is caused by a eukaryotic microbe of the Plasmodium genus, and is responsible for more deaths than all other parasitic diseases combined. In ...",2024-08-15 00:00:00
developmental_biology,New Way Inflammation Impacts Cell Communication,https://www.sciencedaily.com/releases/2024/08/240814160720.htm,,2024-08-14 00:00:00
developmental_biology,Common Equine Painkiller Disrupts Assisted Reproduction Technique Efficiency in Mares,https://www.sciencedaily.com/releases/2024/08/240813164647.htm,"An article highlights new insights into the PARIS, an immune system that bacteria use to respond to viral ...",2024-08-13 00:00:00
developmental_biology,Exciting Advance in Stem Cell Therapy,https://www.sciencedaily.com/releases/2024/08/240813164644.htm,,2024-08-13 00:00:00
developmental_biology,Surprising Insight Into Cancer Comes from Unique Plant Species That Find Different Solutions to Evolutionary Challenges,https://www.sciencedaily.com/releases/2024/08/240813131947.htm,A team of researchers has discovered a set of methods that enabled the first successful CRISPR-based genome editing in Nile grass ...,2024-08-13 00:00:00
developmental_biology,Rewriting the Evolutionary History of Critical Components of the Nervous System,https://www.sciencedaily.com/releases/2024/08/240813131928.htm,,2024-08-13 00:00:00
developmental_biology,Starvation and Adhesion Drive Formation of Keratinocyte Patterns in Skin,https://www.sciencedaily.com/releases/2024/08/240812210603.htm,"Research reveals that T cells from the adaptive immune system can manipulate the memory of innate immune cells. Previously, it was believed that the memory of innate immune cells operated ...",2024-08-12 00:00:00
developmental_biology,How Mortal Filaments' Self-Assemble and Maintain Order: Align or Die,https://www.sciencedaily.com/releases/2024/08/240812123256.htm,,2024-08-12 00:00:00
developmental_biology,Bacteria Encode Hidden Genes Outside Their Genome--Do We?,https://www.sciencedaily.com/releases/2024/08/240809135927.htm,"Researchers identified a signaling pathway in mice that boosts intestinal stem cells' regeneration abilities after fasting. When cancerous mutations occurred during this regenerative period, ...",2024-08-09 00:00:00
developmental_biology,Viral Defense Protein Speeds Up Female Stem Cell Production,https://www.sciencedaily.com/releases/2024/08/240807225635.htm,,2024-08-07 00:00:00
developmental_biology,Do Smells Prime Our Gut to Fight Off Infection?,https://www.sciencedaily.com/releases/2024/08/240807225519.htm,A tandem signaling process turns ordinary cells into an efficient cleanup ...,2024-08-07 00:00:00
epigenetics,The on-and-Off Affair in DNA,https://www.sciencedaily.com/releases/2024/06/240626152122.htm,,2024-06-26 00:00:00
epigenetics,Father's Diet Before Conception Influences Children's Health,https://www.sciencedaily.com/releases/2024/06/240605162338.htm,"Researchers have discovered that in thale cresses histone H3 lysine-9 (H3K9) methylation, conventionally thought to be a mark of turning off gene transcription, can also turn on gene expression via the interactions of two other proteins and histone ...",2024-06-05 00:00:00
epigenetics,An Epigenome Editing Toolkit to Dissect the Mechanisms of Gene Regulation,https://www.sciencedaily.com/releases/2024/05/240509110742.htm,,2024-05-09 00:00:00
epigenetics,When Inequality Is More Than 'Skin-Deep': Social Status Leaves Traces in the Epigenome of Spotted Hyenas in Tanzania,https://www.sciencedaily.com/releases/2024/03/240328162633.htm,A recent study provides new insights into how fathers' diets and overweight can affect their children's health even before conception. The findings of the study can help develop preventive health measures for men wishing to become fathers: The ...,2024-03-28 00:00:00
epigenetics,New Study Reveals Transgenerational Effects of Pesticide Linuron on Frogs,https://www.sciencedaily.com/releases/2024/03/240311145907.htm,,2024-03-11 00:00:00
epigenetics,Cracking Epigenetic Inheritance: Biologists Discovered the Secrets of How Gene Traits Are Passed on,https://www.sciencedaily.com/releases/2024/03/240307110735.htm,"A recent study led to the development of a powerful epigenetic editing technology. The system unlocks the ability to precisely program chromatin modifications at any specific position in the genome, to understand their causal role in transcription ...",2024-03-07 00:00:00
epigenetics,Revealing the Evolutionary Origin of Genomic Imprinting,https://www.sciencedaily.com/releases/2024/03/240306150553.htm,,2024-03-06 00:00:00
epigenetics,Decoding the Language of Epigenetic Modifications,https://www.sciencedaily.com/releases/2024/03/240306150542.htm,A research consortium provides evidence that social behavior and social status are reflected at the molecular level of gene activation (epigenome) in juvenile and adult free-ranging spotted hyenas. ...,2024-03-06 00:00:00
epigenetics,New Tool Helps Decipher Gene Behavior,https://www.sciencedaily.com/releases/2024/02/240228132043.htm,,2024-02-28 00:00:00
epigenetics,"Multi-Generational Toxicant Exposures Show Cumulative, Inherited Health Effects",https://www.sciencedaily.com/releases/2024/01/240123122159.htm,"Grand-offspring of male frogs exposed to the pesticide linuron exhibited changes in their DNA that was linked to significant physiological impacts, a study reveals. The research highlights the ...",2024-01-23 00:00:00
epigenetics,"Aging Mouse Sperm Affects MicroRNA, Increasing the Risk of Neurodevelopmental Disorders",https://www.sciencedaily.com/releases/2024/01/240112114754.htm,,2024-01-12 00:00:00
epigenetics,Clever Dosage Control Mechanism of Biallelic Genes,https://www.sciencedaily.com/releases/2023/11/231129112532.htm,A research team has recently made a significant breakthrough in understanding how the DNA copying machine helps pass on epigenetic information to ...,2023-11-29 00:00:00
epigenetics,How Cell Identity Is Preserved When Cells Divide,https://www.sciencedaily.com/releases/2023/11/231116150849.htm,,2023-11-16 00:00:00
epigenetics,Epigenetic Regulator MOF Drives Mitochondrial Metabolism,https://www.sciencedaily.com/releases/2023/10/231009191631.htm,"Some of our genes can be expressed or silenced depending on whether we inherited them from our mother or our father. The mechanism behind this phenomenon, known as genomic imprinting, is determined ...",2023-10-09 00:00:00
epigenetics,Timing Plant Evolution With a Fast-Ticking Epigenetic Clock,https://www.sciencedaily.com/releases/2023/09/230929131649.htm,,2023-09-29 00:00:00
epigenetics,Study Illuminates Mechanism That Annotates Genetic Information Passed from Fathers to Offspring,https://www.sciencedaily.com/releases/2023/09/230906161820.htm,"Epigenetic changes play important roles in cancer, metabolic and aging-related diseases, but also during loss of resilience as they cause the genetic material to be incorrectly interpreted in ...",2023-09-06 00:00:00
epigenetics,Epigenetic Mechanism That Causes Bitter Taste Distortion Discovered,https://www.sciencedaily.com/releases/2023/08/230824120153.htm,,2023-08-24 00:00:00
epigenetics,"Global Consortium Creates Large-Scale, Cross-Species Database and Universal 'Clock' to Estimate Age in All Mammalian Tissues",https://www.sciencedaily.com/releases/2023/08/230810141041.htm,Scientists have extensively researched the structure and sequence of genetic material and its interactions with proteins in the hope of understanding how our genetics and environment interact in ...,2023-08-10 00:00:00
epigenetics,New Study Unveils Epigenetic 'Traffic Lights' Controlling Stop and Go for Gene Activity,https://www.sciencedaily.com/releases/2023/03/230301120825.htm,,2023-03-01 00:00:00
epigenetics,How Sex Differences Influence Lung Injury in Mice,https://www.sciencedaily.com/releases/2023/01/230112113203.htm,"While exposure to a single substance like DDT has been shown to create inherited disease susceptibility, a recent study in animals found exposure to ...",2023-01-12 00:00:00
epigenetics,HUSHing Repetitive-Like Elements Contributes to Normal Brain Development and Function,https://www.sciencedaily.com/releases/2022/11/221104165402.htm,,2022-11-04 00:00:00
epigenetics,The Guardian of the (Epi-)genome,https://www.sciencedaily.com/releases/2022/11/221102110319.htm,"Much is known about the added complication to pregnancy when it comes to the age of the mother, but recent studies show that the age of the father ...",2022-11-02 00:00:00
epigenetics,'Kipferl': Guiding the Defense Against Jumping Genes,https://www.sciencedaily.com/releases/2022/10/221004134356.htm,,2022-10-04 00:00:00
epigenetics,New Study Shows Transmission of Epigenetic Memory Across Multiple Generations,https://www.sciencedaily.com/releases/2022/09/220926200451.htm,"Researchers have uncovered a mechanism that safeguards the biallelic expression of haploinsufficient genes, shedding light on the importance of having two copies of each chromosome. A study ...",2022-09-26 00:00:00
epigenetics,Using Nanopores to Detect Epigenetic Changes Faster,https://www.sciencedaily.com/releases/2022/08/220831095004.htm,,2022-08-31 00:00:00
epigenetics,Not All in the Genes: Are We Inheriting More Than We Think?,https://www.sciencedaily.com/releases/2022/08/220811142958.htm,"A new theoretical model helps explain how epigenetic memories, encoded in chemical modifications of chromatin, are passed from generation to generation.  Within each cell's nucleus, researchers ...",2022-08-11 00:00:00
epigenetics,"A 'Factory Reset' for the Brain May Cure Anxiety, Drinking Behavior, Study Suggests",https://www.sciencedaily.com/releases/2022/05/220504153619.htm,,2022-05-04 00:00:00
epigenetics,An Epigenetic Cause of Miscarriages Is Identified and Cured in Mice,https://www.sciencedaily.com/releases/2022/04/220427171428.htm,Researchers have unveiled a new mechanism for regulating mitochondrial function. The findings reveal the critical role played by the enzymatic activity of the lysine acetyltransferase MOF in ...,2022-04-27 00:00:00
epigenetics,A Single Allele Deletion in Gene Encoding Zbtb38 Leads to Early Embryonic Death,https://www.sciencedaily.com/releases/2022/04/220418094008.htm,,2022-04-18 00:00:00
epigenetics,DNA Discovery Reveals a Critical 'Accordion Effect' for Switching Off Genes,https://www.sciencedaily.com/releases/2022/04/220405084554.htm,"Recent discoveries in the field of epigenetics, the study of inheritance of traits that occur without changing the DNA sequence, have shown that chronological age in mammals correlates with ...",2022-04-05 00:00:00
epigenetics,Learning from the Single Cell: A New Technique to Unravel Gene Regulation,https://www.sciencedaily.com/releases/2022/04/220401122200.htm,,2022-04-01 00:00:00
epigenetics,'Scents' of Alarm: Volatile Chemical Signals from Damaged Plants Warn Neighbors About Herbivore Attacks,https://www.sciencedaily.com/releases/2022/03/220310115124.htm,"Scientists have identified a key part of a mechanism that annotates genetic information before it is passed from fathers to their offspring. The findings shed new light on genomic imprinting, a ...",2022-03-10 00:00:00
epigenetics,"New DNA Modification System Discovered in Animals, Captured from Bacteria More Than 60 MYA",https://www.sciencedaily.com/releases/2022/02/220228091140.htm,,2022-02-28 00:00:00
epigenetics,Epigenetic Effects of Pollution Persist for Multiple Generations in Water Fleas,https://www.sciencedaily.com/releases/2022/02/220210084939.htm,"A bitter taste in the mouth is often a symptom or side effect of illness, which may be the result of how the body reacts to pathogens. A new study sheds light on the mechanisms involved in the ...",2022-02-10 00:00:00
evolution,How Baleen Whales Have Adapted Over the Past 50 Million Years,https://www.sciencedaily.com/releases/2024/08/240822130013.htm,"Scientists have suspected that modern humans have more genes to digest starch than our hunter-gatherer ancestors, but the amylase locus of the genome is hard to study. Researchers have now developed ...",2024-08-22 00:00:00
evolution,Darwin's Fear Was Unjustified: Writing Evolutionary History by Bridging the Gaps a Big Issue,https://www.sciencedaily.com/releases/2024/08/240826130636.htm,,2024-08-26 00:00:00
evolution,Bonobos and Ancient Origin of the 'Common Enemy Effect',https://www.sciencedaily.com/releases/2024/08/240823120106.htm,The largest dataset of cetacean genes ever collated has helped scientists deep dive 'into the blue' to fathom the 'triumph' of baleen whale evolution. The new study explores the key genetic adaptations of these diverse whale species around the ...,2024-08-23 00:00:00
evolution,'Masters of Shape-Shifting': How Darkling Beetles Conquered the World,https://www.sciencedaily.com/releases/2024/08/240820124537.htm,How does one species become two? A new study shows what happens when individuals of a moth species become separated in ...,2024-08-20 00:00:00
evolution,From Pets to Pests: How Domestic Rabbits Survive the Wilderness,https://www.sciencedaily.com/releases/2024/08/240822125922.htm,,2024-08-22 00:00:00
evolution,Blind Cavefish Have Extraordinary Taste Buds,https://www.sciencedaily.com/releases/2024/08/240815190023.htm,,2024-08-15 00:00:00
evolution,How Bread Dough Gave Rise to Civilization,https://www.sciencedaily.com/releases/2024/08/240814124651.htm,,2024-08-14 00:00:00
evolution,Decoding the World's Largest Animal Genome,https://www.sciencedaily.com/releases/2024/08/240814124445.htm,"Large-scale genomic analysis of darkling beetles, a hyper-diverse insect group of more than 30,000 species worldwide, rolls back the curtain on a 150-million-year evolutionary tale of one of Earth's ...",2024-08-14 00:00:00
evolution,"Lemurs Use Long-Term Memory, Smell, and Social Cues to Find Food",https://www.sciencedaily.com/releases/2024/08/240807225505.htm,,2024-08-07 00:00:00
evolution,Living With a Killer: How an Unlikely Mantis Shrimp-Clam Association Violates a Biological Principle,https://www.sciencedaily.com/releases/2024/08/240806163726.htm,"How do rabbits go from fluffy pets to marauding invaders? Rabbits have colonized countries worldwide, often with dire economic and ecological consequences, but their secret has until now been a ...",2024-08-06 00:00:00
evolution,Researchers Find Gene Which Determines Marsupial Fur Color,https://www.sciencedaily.com/releases/2024/08/240806131327.htm,,2024-08-06 00:00:00
evolution,Half a Billion-Year-Old Spiny Slug Reveals the Origins of Mollusks,https://www.sciencedaily.com/releases/2024/08/240801142116.htm,"New research shows that rainwater could have helped create a meshy wall around protocells 3.8 billion years ago, a critical step in the transition ...",2024-08-02 00:00:00
evolution,Fossil Shows How Penguins' Wings Evolved,https://www.sciencedaily.com/releases/2024/08/240802132919.htm,,2024-08-02 00:00:00
evolution,Climate Anomalies May Play a Major Role in Driving Cholera Pandemics,https://www.sciencedaily.com/releases/2024/08/240801142243.htm,"Scientists have found a new way to predict how proteins change their shape when they function, which is important for understanding how they work in living systems. While recent artificial ...",2024-08-01 00:00:00
evolution,Mass Extinction 66 Million Years Ago Triggered Rapid Evolution of Bird Genomes,https://www.sciencedaily.com/releases/2024/07/240731170951.htm,A newly discovered code within DNA -- coined 'spatial grammar' -- holds a key to understanding how gene activity is encoded in the human genome. This breakthrough finding revealed a ...,2024-07-31 00:00:00
evolution,Researchers Explore Cancer Susceptibility in Birds,https://www.sciencedaily.com/releases/2024/07/240731141220.htm,,2024-07-31 00:00:00
genetics,Gut Molecule Slows Fat Burning During Fasting,https://www.sciencedaily.com/releases/2024/08/240821191643.htm,"Scientists have discovered a virus that caused a nationwide die-off of superworms, a common food for birds, reptiles, other pets and, more and more ...",2024-08-21 00:00:00
genetics,Self-Repairing Mitochondria Use Novel Recycling System,https://www.sciencedaily.com/releases/2024/08/240821124225.htm,Researchers are adding new evidence to the emerging concept that 'silent' or synonymous mutations may have crucial consequences. Their study showed how a synonymous mutation in one gene can ...,2024-08-21 00:00:00
genetics,Compound in Rosemary Extract Can Reduce Cocaine Sensitivity,https://www.sciencedaily.com/releases/2024/08/240820221846.htm,How does one species become two? A new study shows what happens when individuals of a moth species become separated in ...,2024-08-20 00:00:00
genetics,Key Biofuel-Producing Microalga Believed to Be a Single Species Is Actually Three,https://www.sciencedaily.com/releases/2024/08/240819172330.htm,Researchers created a tool capable of comprehensively mapping crucial interactions underlying drug efficacy in one superfamily of cell ...,2024-08-19 00:00:00
genetics,New Insights on How Bird Flu Crosses the Species Barrier,https://www.sciencedaily.com/releases/2024/08/240819130740.htm,,2024-08-19 00:00:00
marine_biology,Ancient Sea Cow Attacked by a Crocodile and Sharks Sheds New Light on Prehistoric Food Chains,https://www.sciencedaily.com/releases/2024/08/240829132517.htm,,2024-08-29 00:00:00
marine_biology,Listen Up: New Insights Into Little Penguins' Sensitivity to Noise,https://www.sciencedaily.com/releases/2024/08/240828114418.htm,"The surprising discovery of a bacterium in a marine sponge from the Great Barrier Reef with striking similarity to Mycobacterium tuberculosis, the ...",2024-08-28 00:00:00
marine_biology,Rain or Shine? How Rainfall Impacts Size of Sea Turtle Hatchlings,https://www.sciencedaily.com/releases/2024/08/240828114345.htm,,2024-08-28 00:00:00
marine_biology,Oxygen Produced in the Deep Sea Raises Questions About Extraterrestrial Life,https://www.sciencedaily.com/releases/2024/08/240826182909.htm,Researchers have made a groundbreaking discovery about how sea stars (commonly known as starfish) manage to survive predatory attacks by shedding their own limbs. The team has identified a ...,2024-08-26 00:00:00
marine_biology,What Microscopic Fossilized Shells Tell Us About Ancient Climate Change,https://www.sciencedaily.com/releases/2024/08/240826182904.htm,,2024-08-26 00:00:00
marine_biology,Antarctica Vulnerable to Invasive Species Hitching Rides on Plastic and Organic Debris,https://www.sciencedaily.com/releases/2024/08/240821221834.htm,"A new study showing how a prehistoric sea cow was preyed upon by not one, but two different carnivores -- a crocodilian and a shark -- is revealing ...",2024-08-21 00:00:00
marine_biology,A Deep Dive for Environmental Data on Coastal Oceans,https://www.sciencedaily.com/releases/2024/08/240821150009.htm,,2024-08-21 00:00:00
marine_biology,U.S. Capable of Achieving Seafood Independence,https://www.sciencedaily.com/releases/2024/08/240815163612.htm,The largest dataset of cetacean genes ever collated has helped scientists deep dive 'into the blue' to fathom the 'triumph' of baleen whale evolution. The new study explores the key genetic ...,2024-08-15 00:00:00
marine_biology,"As Human Activities Expand in Antarctica, Scientists Identify Crucial Conservation Sites",https://www.sciencedaily.com/releases/2024/08/240815130613.htm,,2024-08-15 00:00:00
marine_biology,Warming Waters and Nutrient Overload: A Dangerous Combination Threatening Our Rivers and Lakes,https://www.sciencedaily.com/releases/2024/08/240815124137.htm,Researchers have used state-of-the-art imaging technology to shed light on the hearing sensitivity of Australian Little Penguins and the danger of marine noise pollution. The study details how Little ...,2024-08-15 00:00:00
marine_biology,Historic Map Reveals How Mussel Farm Is Bringing Shellfish Reefs Back to the Seabed,https://www.sciencedaily.com/releases/2024/08/240814124623.htm,,2024-08-14 00:00:00
marine_biology,A Belly Full of Jelly,https://www.sciencedaily.com/releases/2024/08/240814124603.htm,"An internationally collaborative study delves into how fluctuating rainfall impacts the development of sea turtle hatchlings, revealing that it has a more profound effect than changes in air ...",2024-08-14 00:00:00
marine_biology,Bacteria in Lakes Fight Climate Change,https://www.sciencedaily.com/releases/2024/08/240812123319.htm,,2024-08-12 00:00:00
marine_biology,Largest Protein Yet Discovered Builds Algal Toxins,https://www.sciencedaily.com/releases/2024/08/240809135939.htm,"By analyzing foram shells recovered in drill cores, study led by geologists links rapid climate change that led to thermal maxima 50 million years ago to rising CO2 ...",2024-08-09 00:00:00
marine_biology,"South Florida Estuaries Warming Faster Than Gulf of Mexico, Global Ocean, USF Research Shows",https://www.sciencedaily.com/releases/2024/08/240807122733.htm,,2024-08-07 00:00:00
marine_biology,"New Report on Great Barrier Reef Shows Coral Cover Increases Before Onset of Serious Bleaching, Cyclones",https://www.sciencedaily.com/releases/2024/08/240807122637.htm,A new study reveals how ocean biology and marine pollution can end up on Antarctica's ...,2024-08-07 00:00:00
marine_biology,The Race to Discover Biodiversity: 11 New Marine Species and a New Platform for Rapid Species Description,https://www.sciencedaily.com/releases/2024/08/240806131313.htm,,2024-08-06 00:00:00
marine_biology,Catching a New (Sea) Star,https://www.sciencedaily.com/releases/2024/08/240805134237.htm,A new study addresses the lack of data on how much human-generated carbon dioxide is present in coastal oceans -- the saltwater ecosystems that link the land and sea. Capturing this data is crucial ...,2024-08-05 00:00:00
marine_biology,Ancient Antarctic Microorganisms Are Aggressive Predators,https://www.sciencedaily.com/releases/2024/08/240802132929.htm,,2024-08-02 00:00:00
marine_biology,Climate Change May Lead to Shifts in Vital Pacific Arctic Fisheries,https://www.sciencedaily.com/releases/2024/08/240801121934.htm,"Researchers suggest a new designation of the humpback whales they study: tool wielders. Researchers have known that humpback whales create ""bubble-nets"" to hunt, but they have learned that ...",2024-08-01 00:00:00
marine_biology,3D Models Provide Unprecedented Look at Corals' Response to Bleaching Events,https://www.sciencedaily.com/releases/2024/07/240731170947.htm,"The sea anemone Nematostella vectensis is potentially immortal. Using molecular genetic methods, developmental biologists have now identified possible candidates for multipotent stem cells in the sea ...",2024-07-31 00:00:00
mating_and_breeding,Fishing Is Causing Frightened Fish to Flee When They Should Flirt,https://www.sciencedaily.com/releases/2024/08/240807122755.htm,Male fruit flies will become oblivious to physical danger as they become more engaged in courtship and ...,2024-08-07 00:00:00
mating_and_breeding,"Eyes for Love: Searching for Light and a Mate in the Deep, Dark Sea, Male Dragonfishes Grow Larger Eyes Than the Females They Seek",https://www.sciencedaily.com/releases/2024/07/240723204803.htm,"Malaria is caused by a eukaryotic microbe of the Plasmodium genus, and is responsible for more deaths than all other parasitic diseases combined. In ...",2024-07-23 00:00:00
mating_and_breeding,Size Doesn't Matter for Mammals With More Complex Brains,https://www.sciencedaily.com/releases/2024/07/240725154746.htm,"A new study on songbirds sheds light on the power of social interaction to facilitate learning, insights that potentially apply to human development. Researchers discovered that zebra finches ...",2024-07-25 00:00:00
mating_and_breeding,Eco-Friendly Treatment Saves Squid Eggs from Newfound Parasite,https://www.sciencedaily.com/releases/2024/07/240722155125.htm,,2024-07-22 00:00:00
mating_and_breeding,Fish Adjust Reproduction in Response to Predators,https://www.sciencedaily.com/releases/2024/07/240719180304.htm,There comes a point in the lives of young owl monkeys when they leave their parents and strike out on their own to find a mate. In a new study of a wild population of Azara's owl monkeys in northern ...,2024-07-19 00:00:00
mating_and_breeding,Discovery of a Hybrid Lineage Offers Clues to How Trees Adapt to Climate Change,https://www.sciencedaily.com/releases/2024/07/240717162310.htm,Populations of squaretail grouper face an uncertain future as new research shows fishing that targets their spawning sites is causing males to be repeatedly scared away from their territories during ...,2024-07-17 00:00:00
mating_and_breeding,AI-Powered Study Explores Under-Studied Female Evolution,https://www.sciencedaily.com/releases/2024/07/240701131831.htm,,2024-07-01 00:00:00
mating_and_breeding,New Mathematical Model Sheds Light on the Absence of Breastfeeding in Male Mammals,https://www.sciencedaily.com/releases/2024/06/240627172154.htm,"In one of the largest studies of cancer susceptibility across bird species, researchers describe an intriguing relationship between reproductive rates and cancer ...",2024-06-27 00:00:00
mating_and_breeding,Researchers Find Genetic Stability in a Long-Term Panamanian Hybrid Zone of Manakin Birds,https://www.sciencedaily.com/releases/2024/06/240626173600.htm,,2024-06-26 00:00:00
mating_and_breeding,Gonadal Function in Male Mice Disrupted by Prenatal Risk Factors,https://www.sciencedaily.com/releases/2024/06/240614155434.htm,"The eyes of the male dragonfish grow larger for mate seeking, a sexual dimorphism that makes the dragonfish an anomaly in vertebrate evolution, ...",2024-06-14 00:00:00
mating_and_breeding,Modifying Genomes of Tardigrades to Unravel Their Secrets,https://www.sciencedaily.com/releases/2024/06/240613161136.htm,,2024-06-13 00:00:00
mating_and_breeding,The Gender Gap in Life Expectancy: Are Eggs and Sperm Partly Responsible?,https://www.sciencedaily.com/releases/2024/06/240612140827.htm,"Researchers have found a new way to identify genetic targets useful for control of mosquito populations, potentially offering an alternative to insecticides. Their study focused on the genetic basis ...",2024-06-12 00:00:00
mating_and_breeding,Determining Sex in Ants,https://www.sciencedaily.com/releases/2024/06/240606152229.htm,,2024-06-06 00:00:00
mating_and_breeding,Age and Sex-Related Changes Leave Female Flies Vulnerable to Delayed Harm from Head Injury,https://www.sciencedaily.com/releases/2024/06/240604132030.htm,,2024-06-04 00:00:00
mating_and_breeding,Food Drove the Evolution of Giraffes' Long Neck,https://www.sciencedaily.com/releases/2024/06/240603114245.htm,"Researchers have discovered that phenylbutazone, a non-steroidal anti-inflammatory drug (NSAID) commonly prescribed in horses, can affect the ability of a mare's egg cells -- called ...",2024-06-03 00:00:00
mating_and_breeding,The Secret Sex Life of Coral Revealed,https://www.sciencedaily.com/releases/2024/05/240528192054.htm,,2024-05-29 00:00:00
mating_and_breeding,Bigger Is Better: Male Proboscis Monkeys' Enhanced Noses Evolved to Attract Mates,https://www.sciencedaily.com/releases/2024/05/240523112539.htm,Scientists have succeeded in pinpointing the neurons within a female fruit fly's brain that respond to signals from the male during ...,2024-05-24 00:00:00
mating_and_breeding,Designing a Better Nest to Help Endangered Turtles,https://www.sciencedaily.com/releases/2024/05/240523153637.htm,,2024-05-23 00:00:00
mating_and_breeding,Sexual Parasitism Helped Anglerfish Invade the Deep Sea During a Time of Global Warming,https://www.sciencedaily.com/releases/2024/05/240523112445.htm,"Raising squid in aquaculture has been a challenge that researchers have tried to address for many decades without meaningful success. Squid are highly sensitive to changes in water flow, are ...",2024-05-23 00:00:00
molecular_biology,Gut Microbial Pathway Identified as Target for Improved Heart Disease Treatment,https://www.sciencedaily.com/releases/2024/08/240820124432.htm,,2024-08-20 00:00:00
molecular_biology,Preliminary Study Shows Potential of Manuka Honey as a Nutraceutical for Breast Cancer,https://www.sciencedaily.com/releases/2024/08/240819130530.htm,The elimination of damaged cell components is essential for the maintenance of the body's tissues and organs. An international research team has made significant findings on mechanisms for the ...,2024-08-19 00:00:00
zoology,How Earth's Most Intense Heat Wave Ever Impacted Life in Antarctica,https://www.sciencedaily.com/releases/2024/09/240904141509.htm,"Some of the butterflies most in danger of fluttering out of existence fare better when their habitats are actively managed by humans, a recent study found. Scientists have long warned that insect populations worldwide are falling rapidly due to the ...",2024-09-04 00:00:00
zoology,Pollution Affect the Growth and Behavior of Aquatic Organisms,https://www.sciencedaily.com/releases/2024/08/240828114426.htm,"The bigmouth buffalo is a fish that's native to Minnesota and known for its longevity. Researchers wanted to find out more about the species, especially how they migrate, spawn, and how often their ...",2024-08-28 00:00:00
zoology,"Aoudad, Bighorn Sheep Share Respiratory Pathogens",https://www.sciencedaily.com/releases/2024/08/240827171824.htm,,2024-08-27 00:00:00
zoology,Study Finds Salamanders Are Surprisingly Abundant in Northeastern Forests,https://www.sciencedaily.com/releases/2024/08/240826131206.htm,,2024-08-26 00:00:00
zoology,Mosquitoes Sense Infrared from Body Heat to Help Track Humans Down,https://www.sciencedaily.com/releases/2024/08/240822181042.htm,"Scientists have discovered a virus that caused a nationwide die-off of superworms, a common food for birds, reptiles, other pets and, more and more ...",2024-08-22 00:00:00
zoology,Fisheries Research Overestimates Fish Stocks,https://www.sciencedaily.com/releases/2024/08/240822142630.htm,"Young griffon vultures move frequently between sleeping sites in different locations, interacting with many friends. They get set in their ways as ...",2024-08-22 00:00:00
zoology,Universal Flu Vaccine Candidate Protects Against Infection in Mice,https://www.sciencedaily.com/releases/2024/08/240822125918.htm,Researchers have made a groundbreaking discovery about how sea stars (commonly known as starfish) manage to survive predatory attacks by shedding their own limbs. The team has identified a ...,2024-08-22 00:00:00
zoology,"A New Pandemic Could Ride in on Animals We Eat, Researchers Warn",https://www.sciencedaily.com/releases/2024/08/240821124357.htm,,2024-08-22 00:00:00
zoology,Human-Wildlife Overlap Expected to Increase Across More Than Half of Land on Earth by 2070,https://www.sciencedaily.com/releases/2024/08/240821145939.htm,"An ancient gene is crucial for the development of the distinctive waist that divides the spider body plan in two, according to a new ...",2024-08-21 00:00:00
zoology,"To Kill Mammoths in the Ice Age, People Used Planted Pikes, Not Throwing Spears, Researchers Say",https://www.sciencedaily.com/releases/2024/08/240821145927.htm,,2024-08-21 00:00:00
zoology,Beetle That Pushes Dung With the Help of 100 Billion Stars Unlocks the Key to Better Navigation Systems in Drones and Satellites,https://www.sciencedaily.com/releases/2024/08/240821124330.htm,"New research reveals that size-based selection, like in fishing, may impact the stress tolerance of fish, which in turn has a significant impact on the condition and coping of fish in changing ...",2024-08-21 00:00:00
bacteria,Waging War on 'Superbugs' in Aged Care,https://www.sciencedaily.com/releases/2024/08/240829132525.htm,,2024-08-29 00:00:00
bacteria,Bacteria Able to Overcome Cost of Vancomycin Resistance in Lab Setting,https://www.sciencedaily.com/releases/2024/08/240829140807.htm,"The surprising discovery of a bacterium in a marine sponge from the Great Barrier Reef with striking similarity to Mycobacterium tuberculosis, the pathogen responsible for tuberculosis (TB), could ...",2024-08-29 00:00:00
bacteria,Protect Your Teeth With Fruit: Antimicrobial Effects Found in Biomass Compounds,https://www.sciencedaily.com/releases/2024/08/240828114424.htm,,2024-08-28 00:00:00
bacteria,Gut Bacteria Composition Influences Rotavirus Vaccine Efficacy,https://www.sciencedaily.com/releases/2024/08/240826182929.htm,,2024-08-26 00:00:00
bacteria,Chlamydia Can Settle in the Intestine,https://www.sciencedaily.com/releases/2024/08/240823120108.htm,,2024-08-23 00:00:00
